 (-8.587220926748886995e+01-2.851876904331617766e+02j), (2.536671251280737920e+02+1.484457848969678651e+02j), (-9.875446043696821619e+01+4.396409489374961765e+01j), (-2.395390625034210075e+02+9.822763742541367549e+01j), (-5.274642054597056529e+01-1.532246223073127283e+02j)
 (1.634913669417183826e+02-3.020268141291721875e+01j), (1.616510453460784902e+02+3.655590746113340401e+02j), (-2.561019568641801811e+02+4.490782798304332601e+01j), (1.166483530142614633e+01-1.235841471501397990e+02j), (1.634913669417183826e+02-1.284576644684176756e+02j)
 (3.696073856533878370e+02-7.898776500553046276e+01j), (2.490663211389740184e+02+4.374035689485383500e+02j), (-1.548842691039853321e+02-2.181862966018691807e+01j), (-1.254391235737468406e+02-5.306263385629249569e+02j), (3.953718879923465579e+02-8.698515914769023993e+01j)
 (5.307207120332402894e+01-3.093600839821794466e+02j), (7.984192110146334898e+00-3.402664806516146001e+01j), (8.159705593574257421e+01+1.389100933756370182e+02j), (-7.022947570454967092e+01-2.006152989851589155e+02j), (1.478486333787791978e+02-1.937842344931781895e+02j)
 (3.383219185275094674e+02-3.241028956248612758e+02j), (2.398647131607744996e+02+4.582032537472950366e+02j), (-4.898227995104482488e+02+4.255334658973198430e+02j), (-3.674414134003944810e+02-5.109301353524642195e+02j), (5.453580980369988538e+02-3.940111815266636768e+02j)
 (2.279026227891150995e+02-5.748980350440822349e+02j), (3.383219185275094674e+02+1.459003222901101253e+02j), (-3.158272219611164644e+01+6.726963952707500312e+02j), (-5.284695530188862449e+02-2.553200141261655745e+02j), (1.570502413569787166e+02-5.002324267316374176e+02j)
 (-3.794035037720538526e+02+9.085045886211513277e+01j), (-3.232736951050367225e+02-4.258061491294408825e+02j), (3.180783809754705089e+02-1.754290913517320405e+02j), (4.754258774026823744e+02+2.764104479899918942e+02j), (-2.220560073448419018e+02+5.355994324163287956e+02j)
 (-3.710368698303136625e+01-2.337611199113364648e+02j), (1.616510453460784902e+02-1.388840342715447491e+02j), (-1.677665202734646641e+02+5.409866325564075851e+01j), (-7.943108368274920394e+01+1.669435192459875594e+01j), (-6.286818932199004450e+01-9.104297580648017174e+01j)
 (-2.809462984053188848e+02-5.425538089723239636e+02j), (1.598107237504385978e+02-3.863378889714462048e+02j), (2.886332354452320033e+02+4.934228167548109241e+02j), (-9.967462123478816238e+01+3.395934869765535495e+02j), (-3.168325695202970564e+02-3.376540183666350572e+02j)
 (-9.691413884132830958e+01+1.759430210541969188e+02j), (-2.496608312794404867e+02-2.052613231153586355e+02j), (1.441679901874993845e+02-3.544224139103505422e+02j), (4.082541391618258899e+02+1.794705816762672725e+02j), (-1.107165508086276020e+02+3.205916008524974927e+02j)
 (4.054936567683660087e+02+1.780121585465973340e+02j), (-1.162375155955473218e+02+1.849798805697497528e+02j), (-3.232736951050367225e+02-2.485420044416822520e+02j), (6.871480476626322798e+01-3.534308146790071419e+02j), (3.962920487901665183e+02+1.400614411059826239e+02j)
 (9.824513705786241502e+00-3.902838232732835877e+02j), (4.956694149547213897e+02-4.958230306545146959e+00j), (1.534547849270595776e+01+4.635009174872975564e+02j), (-1.291197667650266396e+02+1.839138877926079658e+02j), (-1.493633043170656265e+02-3.693783208977869208e+02j)
 (8.895834231830218641e+01-6.226442373398123209e+02j), (5.738830827694173422e+02-6.830649849581169519e+01j), (1.534547849270595776e+01+6.721661392340305383e+02j), (-5.284695530188862449e+02+4.091672939605181227e+02j), (-2.376987409077810867e+02-6.328165865511125503e+02j)
 (2.086644327962567758e+01+5.212613416210446360e+01j), (-5.818219857152960195e+00+6.402678512949971434e+01j), (-1.898503794211435434e+02+1.204313912895125327e+01j), (6.871480476626322798e+01+8.314545023770116927e+01j), (1.524494373678789714e+02+2.455268914887788867e+00j)
 (-3.011898359573578432e+02+9.435609666937470763e+01j), (-3.710368698303136625e+01-1.314543849772586839e+02j), (2.178660407744563088e+01-9.561431435262657885e+01j), (2.279026227891150995e+02+7.236932755864783928e+01j), (9.263898550958199962e+01+2.298305753444408879e+02j)
 (-1.631657162843649189e+02-3.847739403032912833e+02j), (4.294178375116848088e+02-1.969657707134954023e+02j), (1.027607542856014931e+02+1.615713010257423150e+02j), (-2.238963289404817942e+02+2.780161980199840173e+02j), (-1.696068418691045849e+02-2.571702835318537836e+02j)
 (9.079866391394209302e+01-6.480961689372868761e+00j), (-1.374012139454062265e+02+6.102487595521098740e+01j), (1.174833270507207317e+02-1.186624716515572686e+02j), (2.637888939040932428e+02+1.434554255138749568e+01j), (8.343737753138248081e+01+1.939057338431148594e+02j)
 (-8.679237006530883036e+01+5.381823838343406123e+02j), (-4.658986187671294488e+02-7.504877159867046998e+01j), (8.159705593574257421e+01-5.306419045592683688e+02j), (4.754258774026823744e+02-5.076851620512826457e+01j), (6.963496556408317417e+01+7.072637345919533800e+02j)
 (-2.689842080336595131e+02-1.516551929354550907e+02j), (1.708526533242780090e+02-2.964303449722866617e+02j), (5.675271439460384215e+01+1.511077344497160198e+02j), (1.626563929052591106e+01+2.934758336403912153e+02j), (-4.668187795649494092e+02-2.398568983315527703e-01j)
 (-3.508785190396353073e+02-1.851300120757678087e+02j), (1.092018798703411591e+02-3.003018857283256580e+02j), (2.564276075215336732e+02+9.824437157477672145e+01j), (9.263898550958199962e+01+3.007362332195443742e+02j), (-2.220560073448419018e+02-1.949057494876675278e+01j)
 (-1.907705402189635038e+02+1.516800838865275978e+02j), (-3.757228605807740678e+02-2.205404555749725546e+02j), (1.892558692806770750e+02-3.390426525394444752e+02j), (3.705275464512077974e+02+6.297204579801827862e+01j), (1.257647742311003185e+02+3.233020006238051565e+02j)
 (-1.024351036282480294e+02-1.538028755898925937e+01j), (-1.806487714429440246e+02-7.662338963597591146e+01j), (-1.225934544189263065e+01-2.013894903210647271e+02j), (2.730756886436534714e+01+1.038124980177142618e+02j), (7.055512636190313458e+01+2.677971508196538934e+02j)
 (9.355914630740196003e+01-4.486893692639216056e+02j), (4.045734959705460483e+02-1.695740600947514167e+02j), (1.092018798703411591e+02+1.129768058865629570e+02j), (-3.149922479246571356e+02+2.916774508891807045e+02j), (-2.045729521862627962e+02-9.162657868895209390e+01j)
 (-4.998593815251070538e+01-3.087715844725147463e+02j), (4.045734959705460483e+02-7.131907703925089947e+01j), (8.895834231830218641e+01+4.409406307867394048e+02j), (-2.846269415965987264e+02+1.152618910831263008e+02j), (-3.894400857867127286e+01-3.313001551038763637e+02j)
 (-2.275769721317616074e+02+2.379176369904874377e+02j), (-2.643834040445597111e+02-1.813008567580757813e+02j), (3.070364514016310409e+02-1.610040244775250926e+02j), (2.361840699694946863e+02+3.208626476319423091e+02j), (-3.894400857867127286e+01+2.886178823184565658e+02j)
 (-9.507381724568840298e+01+8.304971795360179954e+01j), (1.496889549744190901e+02-8.510288163455061294e+01j), (8.343737753138248081e+01+3.183565870002126985e+01j), (3.466885524692497000e+01+1.445050392605782577e+02j), (-8.679237006530883036e+01+1.998611019731328042e+02j)
 (-1.898503794211435434e+02-4.427660092413551070e+02j), (4.993500581460011745e+02-7.403064002110696151e+00j), (-2.882223980265178298e+01+5.860292150413628178e+02j), (-4.254115436630515319e+02-3.306216031407667799e+01j), (-1.346407315519463737e+02-4.520891894944412002e+02j)
 (-7.114963650236961712e+01-5.692660234900523619e+01j), (1.166483530142614633e+01-1.256100230894284664e+02j), (8.619785992484233361e+01+4.253010760820488372e+02j), (-4.078433017431117236e+01+7.155216670788519195e+01j), (5.223709716686475879e+00-1.945163324289919444e+02j)
 (1.634913669417183826e+02+2.149283072410118507e+02j), (-9.047301325658862936e+01-1.041103795661199882e+01j), (-1.024351036282480294e+02-9.302659741123250114e+00j), (2.085792460348961015e+02+1.198978299206854103e+02j), (1.074467450360619303e+01+1.305147881772464018e+02j)
 (-3.066256139829169314e+01-5.203960379169344606e+02j), (2.923138786365117880e+02-1.988327742685466717e+02j), (-2.790207900483182968e+01+5.102073623713796451e+02j), (-2.745051728205792188e+02+2.131244437860986523e+02j), (-2.257366505361217150e+02-3.746128445376514264e+02j)
 (9.539946790304186663e+01-3.643185276767580945e+02j), (2.048986028436162883e+02+2.408768056075047426e+01j), (-1.125568724042675086e+02+4.215884077102472247e+02j), (-4.162099356848519847e+02-4.981009323425602986e+01j), (2.463227323226616861e+00-3.560189547624668194e+02j)
 (2.260623011934752071e+02+1.156286701466705154e+02j), (-5.642706373725037849e+01+9.029944816360449522e+01j), (-5.918754613071023840e+01+2.097418106776413538e+01j), (-3.802384778085131956e+01-2.014955999360596195e+02j), (1.874155476850371826e+02+1.387670790259978730e+02j)
 (-2.542616352685402603e+02-9.660649766047981757e+01j), (-5.826738533289028510e+01-3.050433501043698357e+02j), (3.613259384730083070e+02+1.354315670486360830e+02j), (8.803818152048224022e+01+3.972358030386911878e+02j), (-2.413793840990608999e+02+3.512849320078115767e+01j)
 (-5.182625974815061198e+01-8.824809719673345398e+01j), (-2.054079262227220681e+01-3.559118080982628385e+01j), (1.220841310398205195e+02+2.254659753245815921e+02j), (1.166483530142614633e+01+1.438314768359646223e+02j), (1.036809150834214392e+02-9.556644821057689398e+01j)
 (1.046010758812413997e+02-2.147348137319858097e+01j), (-6.194802852417009120e+01+1.748988199880553296e+01j), (3.926965923602472941e+01+1.457851644316837536e+01j), (-5.090609895033065868e+01-1.010337848077779377e+01j), (3.926965923602472941e+01+6.475012686013695173e+00j)
 (1.460083117831392769e+02-2.801809520196303538e+02j), (2.536671251280737920e+02+2.355584502863806904e+02j), (-1.613253946887249981e+02+1.685871812291993308e+02j), (-3.011898359573578432e+02-1.588783957417090278e+02j), (1.266849350289202789e+02-3.025451695630518998e+02j)
 (-2.606175740919192663e+01-1.115870188876909808e+01j), (-1.171576763933672680e+02-1.370445653388176588e+01j), (-4.446497336559098557e+01+2.942772973909999124e+01j), (8.904352907966288200e+00-3.590402895110825909e+01j), (3.180783809754705089e+02-3.868246544974685719e+01j)
 (-2.294172937274015283e+02-2.080720597597036203e+02j), (6.229057275867110333e-01-2.013364355135672952e+02j), (1.202438094441806129e+02+7.018947586231460889e+01j), (-6.010770692853019170e+01+6.438201870912865843e+01j), (-7.022947570454967092e+01-1.276837651707668186e+02j)
 (2.030582812479763675e+02+2.203006565650676976e+02j), (-1.705270026669245453e+02+4.757555027774914436e+01j), (-1.116367116064475482e+02-7.257682642284633801e+01j), (1.736131357177378902e+02-6.807381664228574891e+01j), (2.021381204501564071e+02-6.043165607975492293e+01j)
 (2.932340394343317485e+02+5.427863145644483893e+02j), (-5.689566281229642755e+02+2.075589705756175363e+01j), (-2.680640472358395527e+02-3.632107335377792197e+02j), (3.521243304948087598e+02-1.841159059531037201e+02j), (3.143977377841906673e+02+3.172777196516915410e+02j)
 (-1.576447514974451849e+02+5.642269696038573557e+02j), (-3.646809310069345997e+02-2.055903213294938041e+02j), (1.119623622638010119e+02-3.677232445344704956e+02j), (4.073339783640059295e+02+2.765641317087815878e+02j), (-9.783429963914825578e+01+4.918311725298875103e+02j)
 (-6.562867171544991152e+01+3.856053227359760172e+02j), (-3.186728911159369773e+02-2.376701494785295949e+02j), (1.929365124719568882e+02-1.723268453044060493e+02j), (3.153178985820106277e+02+9.356692341363540777e+01j), (-1.042754252238879360e+02+3.489803914062875378e+02j)
 (3.742081896424876390e+02+3.725121067529079255e+02j), (-1.272794451693867472e+02+3.067763722262562283e+02j), (-5.182625974815061198e+01-1.753607625861462509e+02j), (2.702300194888329656e+02-3.178715840882056227e+02j), (2.702300194888329656e+02+7.210953422486332443e+01j)
 (-1.714471634647444773e+02+2.412948192258757274e+01j), (-5.734722453507033180e+01-1.691611671186871035e+02j), (4.755110641640430913e+01-5.356725439285868084e+00j), (-8.771253086312877656e+01+2.244846223203231261e+01j), (-1.309600883606665604e+02+1.141744284638729212e+01j)
 (6.503416157498341477e+01+1.190172369315297516e+02j), (-2.064132737819026886e+02+2.089190081887316524e+02j), (-1.926108618146033962e+02-2.051710715349620102e+02j), (6.411400077716346857e+01-9.789998362569977530e+01j), (1.883357084828571146e+02+9.333336544534466839e+01j)
 (-7.575044049146939074e+01+2.512770031258075960e+02j), (-1.079560684151677492e+02-1.077188334375428269e+00j), (1.846550652915773014e+02-4.471565525884532804e+02j), (1.625712061438984506e+02-9.011451667527484233e+01j), (2.730756886436534714e+01+2.506885036161428104e+02j)
 (-1.576447514974451849e+02-1.002603384828263131e+02j), (5.215191040550407564e+01-5.424821068514895472e+01j), (2.509066427346139392e+02+4.569356480286444366e+01j), (-1.088762292129876954e+02+1.112104312428038781e+02j), (9.908011109432167984e+01+1.326150576623334700e+02j)
 (3.097969337950909221e+02-2.381191341551429019e+01j), (-6.286818932199004450e+01+1.925796556939336313e+02j), (-2.128543993666423546e+02-4.738082553503380012e+01j), (2.914789046000525374e+01-1.146851133187783347e+02j), (2.757509842757526712e+02-1.022377642035554146e+02j)
 (5.031158880986416904e+01+7.308498338335351718e+01j), (-6.470851091762995111e+01-5.487419900596784572e+01j), (2.085792460348961015e+02+4.595335813664897273e+01j), (6.227367918152355486e+01+2.917841445806854495e+02j), (-1.613253946887249981e+02+5.504168116461396920e+00j)
 (-1.226786411802869736e+02+7.555605244441284185e+01j), (1.055212366790613459e+02+1.311490464805067369e+01j), (1.257647742311003185e+02+2.853705145730373260e+01j), (-3.618352618521141295e+01+2.343647171176881159e+02j), (-1.604052338909050377e+02+9.580414246814906676e+01j)
 (1.285252566245601713e+02+6.697901285153960771e+00j), (1.202438094441806129e+02+3.821743705127697694e+02j), (-1.696068418691045849e+02+4.052911486155412604e+02j), (-1.889302186233235830e+02-7.390809323747535586e+01j), (2.454708647090548723e+01-1.630356731587714023e+02j)
