 (-4.321490856297972982e+01-5.277207266335174154e+02j), (4.785162638009336433e+02+1.308117973996582464e+02j), (-2.143648169574909730e+02+5.366063247214887042e+02j)
 (9.020840712091344926e+01-4.048951469345134342e+02j), (3.726977720516389923e+02+2.909990109531023563e+02j), (-1.830793498316125749e+02+4.920211960225397547e+02j)
 (1.629011101486897530e+02-2.959219926346498823e+02j), (4.972133201683551817e+01+2.317866814425971995e+02j), (-1.297100235580552976e+02+5.291532653357185012e+01j)
 (4.785162638009336433e+02-3.834884353094568610e+01j), (-7.266005409321822128e+01+9.352309689974188700e+01j), (-1.738777418534130277e+02-1.557870919860603465e+02j)
 (2.116696324331472567e+02+1.481669811612513854e+01j), (7.393935317117687589e+00+1.763348864459433116e+02j), (-5.149635574335930244e+01-2.120075976149173300e+02j)
 (3.264893455806364836e-02-6.491937278649901089e+01j), (4.051972403863599226e+01+1.310338098840337011e+02j), (-1.002648780278168203e+02-1.033899689329377196e+02j)
 (4.696084962337565827e+01+1.404277173307564297e+00j), (7.916647754707400964e+01+3.091211531173689053e+01j), (-1.389116315362548164e+02+1.020772744823699441e+02j)
 (1.555398237661301266e+02-7.223772380034245089e+01j), (1.316156430228113550e+02+1.356054404684350345e+02j), (-1.205084155798557646e+02+1.590863422050577469e+01j)
 (3.782187368385586979e+02-9.606526110062674206e+01j), (-2.941249659568043029e+01+2.362360523391504614e+02j), (-1.536342043013740692e+02-1.393520072071629556e+02j)
 (1.481785373835705002e+02+1.514465450339649806e+02j), (-3.017800927503865296e+02+7.478071207121539032e+01j), (-1.048656820169165798e+02-3.188752937642460665e+02j)
 (2.411147779633857340e+02+5.199598968273662649e+02j), (-4.287622828495400427e+02-7.536766540443690587e+01j), (-1.361511491427949636e+02-5.842491837764634965e+02j)
 (9.941001509911298228e+01+6.216830288789722090e+02j), (-4.885727347078369007e+02-1.994818344414679814e+02j), (8.744792472745359646e+01-5.370225681483025255e+02j)
 (-1.886003146185322805e+02+4.404833272202717467e+02j), (-4.048381021062212426e+02-3.500647356697404575e+02j), (3.690171288603592075e+02-3.609140837415724832e+02j)
 (-2.603728568484886523e+02+2.242872431914505569e+02j), (-1.306301843558752580e+02-3.817835574971896904e+02j), (2.954042650347629433e+02+1.316494208739570411e+02j)
 (-3.238639518980654088e+02-1.931599792861607625e+02j), (1.288551606293515022e+02-3.480114562119383663e+02j), (1.693422357334294190e+02+2.399487207109520455e+02j)
 (-3.312252382806250353e+02-5.610314847241450025e+02j), (8.314096114937640891e+00-2.103952258136014208e+01j), (1.813043261050888191e+02+3.745740304278041322e+02j)
 (-8.922294845397738072e+01-1.816301278947377682e+02j), (2.392744563677458132e+02+2.231036362531410688e+01j), (3.959956324081603896e+01+1.562087640718002319e+02j)
 (-4.781571255207949633e+01+1.198170986721476226e+02j), (1.951067380723881115e+02+7.494594127392032590e+01j), (1.389769294053709814e+02-8.056728763969918106e+00j)
 (-1.508737219079142164e+02-4.875504274879154565e+01j), (2.291526875917263624e+02+2.465620852692402991e+02j), (-4.413506936079968312e+01-1.127085716824845107e+01j)
 (-6.897941090193840807e+01-3.148723112278818093e+01j), (1.389769294053709814e+02+1.422790656820544974e+01j), (5.800277919721509789e+01+1.277775880796631327e+02j)
 (-2.106841737662111598e+02-7.866598060889950261e+01j), (1.941865772745681511e+02+5.960337667591343802e+01j), (9.848985430129302188e+01+2.325663534822057272e+02j)
 (6.444390478195477101e+01-1.932972208938422796e+02j), (2.898833002478432377e+02+1.965994185807876420e+02j), (-1.839995106294325069e+02+1.677325506830106292e+02j)
 (1.711825573290693399e+02-2.429257007027119926e+02j), (1.371366078097310606e+02+2.013244408457236716e+02j), (-3.183429871111457032e+02-2.003725127232642649e+02j)
 (4.049033999753373791e+02-8.669421470549094977e+01j), (6.260358318631486441e+01+3.544052305770591147e+02j), (-2.088438521705712390e+02-6.013610704861774536e+01j)
 (3.184082849802617829e+02+1.323229832985707048e+02j), (-2.382889977008097731e+02+4.891891206398938152e+02j), (-2.162051385531308654e+02-3.135456219167921290e+02j)
 (3.110469985977021565e+02+3.661366318293214022e+02j), (-2.668139824332283183e+02+1.219539808536240315e+02j), (-1.122269683994762062e+02-4.385769966393681898e+02j)
 (6.260358318631486441e+01+2.450079298554709908e+02j), (-1.683567770664933221e+02-2.642934223875973316e+02j), (4.398695102924955904e+02-2.299532842162173552e+02j)
 (-2.217261033400505994e+02-3.993040246322849640e+01j), (-1.563946866948339220e+02-2.086772743030033155e+02j), (3.368115009366608206e+02+1.555516437582946878e+02j)
 (-2.603728568484886523e+02-2.983887491450262246e+02j), (2.171905972200669623e+02-2.800702186999694732e+02j), (1.398970902031909134e+02+3.273742342416467750e+02j)
 (4.880117121901556487e+01-3.720728435187683090e+02j), (2.871228178543833565e+02-8.746869807965171617e+01j), (-1.376976303274123126e+01+5.314995414731749861e+02j)
 (3.349711793410208998e+02-3.633695868062885665e+02j), (4.610332086423545093e+02+2.789181488631687102e+02j), (-4.324429260408198274e+02+2.015833580647433791e+02j)
 (5.962968459218876660e+02+9.020786446854486940e+00j), (2.211650808223693332e+01+3.367291305639294023e+02j), (-4.885727347078369007e+02-3.342025844041644973e+02j)
 (4.969194797573326809e+02+7.101434031941221292e+02j), (-5.235388450249951120e+02+1.433260150891923104e+02j), (-2.695744648266881995e+02-4.518143951250951318e+02j)
 (1.383506090185735893e+01+6.321835001896427002e+02j), (-6.477605527306888007e+02-2.059256572463683597e+02j), (-4.965603414771940294e+01-6.908302671500039196e+02j)
 (-2.327680329138900390e+02+5.174294161403420276e+02j), (-6.035928344353310422e+02-5.381321145168110434e+02j), (3.598155208821596602e+02-5.275079233270176928e+02j)
 (-5.272194882162749536e+02+1.488096626936908820e+02j), (-2.971792887612867844e+02-6.841802898953263821e+02j), (6.423048858128852316e+02+3.265254662825711307e+01j)
 (-6.836468238456669724e+02-2.218463440231444679e+02j), (2.779212098761838661e+02-5.802285638905727865e+02j), (6.027379715066273320e+02+5.580596933978326888e+02j)
 (-2.346083545095299314e+02-4.633915285820579584e+02j), (5.944565243262477452e+02-3.660632524282331701e+02j), (8.314096114937640891e+00+6.515512892624782353e+02j)
 (1.199473930621745232e+01-6.575835252742792818e+02j), (5.548896100199897319e+02+9.958055413232669650e+01j), (-1.435124355253545900e+02+5.500663197681010388e+02j)
 (2.309930091873662548e+02-6.597204074557556623e+02j), (3.119671593955221169e+02+3.743886306398180182e+02j), (-2.787760728048876899e+02+3.033653176658043549e+02j)
 (4.196259727404565751e+02-1.207840607592171835e+02j), (1.527793413726702738e+02+3.811130014402939423e+02j), (-4.048381021062212426e+02-1.201278165604764752e+02j)
 (3.763784152429188339e+02+2.682954178646500623e+02j), (-1.747979026512329881e+02+2.350584692433110661e+02j), (-2.603728568484886523e+02-4.057601739273257522e+02j)
 (-3.033265739350038714e+01+3.069932151609120297e+02j), (-3.404268462588245256e+02-8.947440343365919091e+01j), (1.015441771057754572e+01-1.716702899516823209e+02j)
 (-2.428898016899095467e+02+1.835523165102396206e+02j), (-1.821591890337926145e+02-2.877925455502563068e+02j), (1.567538249749726376e+01-1.626758158744764273e+02j)
 (-3.229437911002454484e+02-2.021279259596179259e+02j), (1.107457850839749902e+01-2.464792046520212239e+02j), (1.012503366947528889e+02+1.489379871617515221e+02j)
 (-1.389116315362548164e+02-4.033787723701531718e+02j), (3.027655514173225697e+02-8.494428217284000482e+01j), (-5.057619494553935624e+01+2.145877826586895196e+02j)
 (5.248181441029537808e+01-2.965214535517200147e+02j), (3.064461946086024113e+02+3.238636998071943935e+02j), (-1.646761338752135089e+02+1.242558001995504213e+02j)
 (4.131848471557169091e+02-2.271690749756211289e+02j), (4.633452923657828570e+00+4.848354820274398662e+02j), (-2.852171983896273559e+02-1.919878768940241116e+02j)
 (3.975421135927777527e+02+1.136924808269967286e+02j), (-3.201833087067855672e+02+3.351746831119051535e+02j), (-3.293849166849851144e+02-5.080617201959557860e+02j)
 (2.521567075372251736e+02+6.392426419462115064e+02j), (-5.161775586424355424e+02+7.056950373189080494e+01j), (-5.793748132809897555e+01-5.503554068798738399e+02j)
 (-6.621892850847855527e+01+4.896083704344255239e+02j), (-5.594251161399732837e+02-6.201407201107441125e+01j), (2.512365467394052132e+02-4.467753565658574075e+02j)
 (-3.257042734937053297e+02+4.953408499653032209e+02j), (-4.490058204015790011e+02-3.065455997479332950e+02j), (4.417098318881354544e+02-1.952164031416262446e+02j)
 (-6.063533168287908666e+02-3.514742876360216428e+01j), (6.812454797323458422e+01-4.915199417255536787e+02j), (5.190033389050115602e+02+1.677337188360303912e+02j)
 (-4.692493579536179595e+02-4.698566901252592629e+02j), (4.766759422052937225e+02-2.412334275664964025e+02j), (2.889631394500232773e+02+5.043840662993235924e+02j)
 (-4.361235692320996691e+02-7.400299959482110808e+02j), (5.705323435829288883e+02+1.094055277114824776e+01j), (-1.536342043013740692e+02+5.362776185456084477e+02j)
 (-4.229474776515977652e+01-6.886293687536247035e+02j), (3.993824351884176167e+02+1.555199276890982105e+02j), (-3.155825047176858220e+02+5.243236207324607676e+02j)
 (3.404921441279406622e+02-3.746338721219693184e+02j), (4.904783541725930149e+02+5.510856145562128177e+02j), (-6.192355679982701986e+02+1.785294280238550471e+02j)
 (4.877178717791331906e+02-2.673451330108366619e+01j), (9.480921111001322288e+01+4.771033619227672489e+02j), (-3.431873286522844069e+02-1.213209656526591687e+02j)
 (3.865001840189382847e+02+3.124722581764726783e+02j), (-1.959616010010919069e+02+2.012549439271181200e+02j), (-2.327680329138900390e+02-2.524034407893525440e+02j)
 (3.315843765607636584e+01+4.013132253219805534e+02j), (-4.674090363579780387e+02+1.068020047090510474e+02j), (-1.637559730773935485e+02-4.458797816568683174e+02j)
 (-2.297137101094076073e+01+4.469536774289207983e+02j), (-4.342832476364597483e+02-2.656780360479787078e+02j), (1.122922662685923285e+02-3.537231810810249044e+02j)
 (-1.674366162686733617e+02+3.709671796327425000e+02j), (-4.508461419972189219e+02-4.395374638780249370e+02j), (3.975421135927777527e+02-1.749948405216387073e+02j)
 (-1.481132395144543636e+02+1.603556641579670554e+02j), (-1.665164554708534013e+02-3.460444078221046880e+02j), (5.006001229486125226e+02+4.017244750293988176e+01j)
 (-3.220236303024254880e+02-1.057503237900642432e+02j), (2.190309188157068832e+02-4.195586684042039565e+02j), (2.806816922696436905e+02+2.022050338348793446e+02j)
 (-1.978019225967318278e+02-1.647126532211705126e+02j), (5.447678412439702242e+02-8.336878802076977024e+01j), (2.135099540287871491e+02+4.030689305965890981e+02j)
 (-8.186166207141775431e+01-2.817359644324363330e+02j), (3.193284457780817434e+02+1.802480267793349356e+00j), (-3.585362218042010340e+01+6.393588368538470377e+02j)
 (-5.793748132809897555e+01-3.143408599527439264e+02j), (2.585978331219648112e+02+1.118248474029236661e+00j), (-8.094150127359779390e+01+3.271882503771507800e+02j)
 (1.021704974925728351e+02-2.874897827016149563e+02j), (2.696397626958042792e+02+2.156171627394419659e+02j), (-3.533090974283039145e+02+3.551523104327063720e+02j)
 (2.631986371110646132e+02-1.561575995237776624e+02j), (1.316156430228113550e+02+1.295278126505690182e+02j), (-3.579099014174036597e+02+3.533437472803156254e+01j)
 (3.561348776908798186e+02+5.716406462179293158e+00j), (-2.557720528593888787e+02+1.510852466741234537e+02j), (-2.355285153073498918e+02-2.133443451332490497e+02j)
 (1.941865772745681511e+02+1.264572826724395327e+02j), (-1.849196714272524673e+02+4.096680942412690740e+01j), (-3.385865246631846617e+02-3.444377816773478571e+02j)
 (7.548583435579421064e+01+8.096503358058618005e+01j), (-2.566922136572088107e+02-1.022977407903021430e+02j), (-1.462729179188144428e+02-2.506001614109491697e+02j)
 (1.527793413726702738e+02+2.696898247794171652e+02j), (-3.965566549258416558e+02+2.403289263945153920e+01j), (1.693422357334294190e+02-2.178992415682873229e+02j)
 (8.744792472745359646e+01+3.371428996547584802e+02j), (-2.244865857335104522e+02-4.442763950183142896e+01j), (5.248181441029537808e+01-3.329872204589161129e+02j)
 (-9.566407403871704673e+01+2.083244630145824487e+02j), (-1.232688979733156174e+02-1.891503208076754561e+02j), (1.739430397225291927e+02-2.090532625444233474e+02j)
 (-1.591551690882938033e+02+1.291985223981789375e+02j), (-2.060833697771113862e+02-2.764593473924797991e+02j), (1.803841653072688587e+02-1.352970699931799814e+01j)
 (-8.370198366705766091e+01+6.337889310959811695e+01j), (8.560760313181368986e+01-2.152052839080877504e+02j), (2.677994411001643584e+02+2.234236763899129130e+02j)
 (-1.251092195689555240e+02+5.467073976992550399e+01j), (1.659554329531721706e+01-3.083903884499188166e+02j), (1.767035221159890455e+02+4.057496314810862970e+01j)
 (-2.723349472201480239e+02-9.874452887924785216e+01j), (6.168342238849491110e+01-1.532251872680944871e+02j), (1.251745174380716747e+02+2.111692249487647999e+01j)
 (-1.159076115907560194e+02-1.312378340808577946e+02j), (1.601406277552299002e+02+6.500975128980673645e+00j), (7.548583435579421064e+01+2.126469696343497162e+02j)
 (1.095317838751324615e+02-2.336290478533746011e+02j), (2.696397626958042792e+02+6.570234323208039484e+01j), (-6.897941090193840807e+01+3.858432123706778043e+02j)
 (7.640599515361415683e+01-3.686309298881566292e+02j), (1.592204669574099398e+02+1.025815871918506161e+02j), (-2.511712488702891051e+02-4.974693401838986517e+01j)
 (3.947816311993178715e+02-2.119060925888603606e+02j), (3.230090889693615281e+02+4.207398419442711202e+02j), (-3.082212183351261956e+02-7.921238671847223145e+01j)
 (4.702348166205539997e+02+1.112424584659834181e+02j), (-3.861410457387996331e+01+4.738044626417948280e+02j), (-2.235664249356904918e+02-2.732031255881092306e+02j)
 (1.067713014816726087e+02+2.967049630802312663e+02j), (-2.143648169574909730e+02+2.185438022531675131e+02j), (-7.910117967795790150e+01-1.881001860651319362e+02j)
 (6.720438717541462381e+01+3.156431250276394280e+02j), (-2.741752688157879447e+02-2.712292314118379721e+01j), (5.616245760157519129e+01-4.326740992403377959e+02j)
 (-8.922294845397738072e+01+4.281585298311518386e+02j), (-4.416445340190193747e+02-1.767145171763678491e+02j), (1.362164470119111002e+02-2.009604281564191410e+02j)
 (-1.821591890337926145e+02+1.913271140915140904e+02j), (-3.330655598762648992e+02-1.824896741838473986e+02j), (2.061486676462275511e+02-1.038478347539009405e+01j)
