 (7.968766237396423548e+02+8.086290948700129775e+02j), (-5.723226434164477041e+02+8.824334046638186919e+02j), (-9.219837465880298168e+02-3.044334897291680022e+02j)
 (-6.220113264987251114e+02+4.864594294095776945e+02j), (-5.437976586840292157e+02-4.388990509470179404e+02j), (8.283184463135876285e+01-7.956218819004468514e+02j)
 (-8.695345811122924715e+02-7.852183110268954351e+02j), (5.962815698148925776e+02-7.654344165571912981e+02j), (9.376612258060951035e+02+3.836302554485224618e+02j)
 (6.625331472579291585e+02-6.645912934182312028e+02j), (8.557669148001192525e+02+4.879150001798392395e+02j), (-1.260446564737705444e+02+1.116523580677717064e+03j)
 (8.033177493243820209e+02+7.590216617611894208e+02j), (-5.290750859189099629e+02+8.519339672940459423e+02j), (-1.094973976578181009e+03-1.875004300982988354e+02j)
 (-5.391968546949293568e+02+6.740493149891710800e+02j), (-7.287499790458397229e+02-1.901886150165407798e+02j), (2.670203596434164339e+01-9.049609391490897679e+02j)
 (-7.425523910131389584e+02-7.667518696050066183e+02j), (4.030478022727023699e+02-9.080415544198599491e+02j), (1.292843293764596865e+03+1.471973348416253771e+02j)
 (5.401517611478753906e+02-7.785443666896225068e+02j), (8.125193573025815112e+02+3.279820992564769995e+02j), (6.074798548367989781e+01+9.582616141522694306e+02j)
 (8.244814476742409397e+02+7.583852961094748935e+02j), (-3.864501622568172365e+02+1.058292473067659557e+03j), (-8.934587618556113284e+02-1.721999589003839901e+02j)
 (-4.490210965085740327e+02+7.534298602739113448e+02j), (-9.974369320092661155e+02-3.115453942549793283e+02j), (3.958428713382097897e+01-1.037602758365000227e+03j)
 (-8.741353851013923304e+02-7.110033765399240338e+02j), (2.650236825997094456e+02-1.032622547355217648e+03j), (1.005753124844771492e+03-1.229924130924346741e+02j)
 (3.920058726988629587e+02-8.024520702776628696e+02j), (7.609903526246641832e+02+1.454410454905069514e+02j), (1.187181157463369487e+02+9.919273137842710639e+02j)
 (1.114332098987526024e+03+4.344259410223360192e+02j), (-3.809291974698975309e+02+1.186813627562897182e+03j), (-1.106936066949840551e+03+1.276187187069337199e+02j)
 (-4.370590061369146611e+02+7.381403504834020168e+02j), (-9.339458369596892453e+02-6.832350255619354584e+01j), (-2.806316705075226423e+02-8.806138151812364185e+02j)
